locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,old_locus_tag,annotation
HAH_RS03885,5233.812360083689,-0.0551948820170599,0.2476179304137977,-0,1,1,HAH_0797,hypothetical protein
HAH_RS03890,4366.6743740745,0.2775959351086941,0.1118298746350525,0,1,1,HAH_0798,ornithine cyclodeaminase family protein
HAH_RS03895,3055.457352028826,-0.024119576716968863,0.17746476665916497,-0,1,1,HAH_0799,hypothetical protein
HAH_RS03900,401.4515708058503,-0.1641498931275081,0.1261619523910111,-0,1,1,HAH_0800,Gar1/Naf1 family protein
HAH_RS03905,461.7242671495554,-0.14701813142837888,0.12245445872409469,-0,1,1,HAH_0801,signal recognition particle subunit SRP19/SEC65 family protein
HAH_RS03910,2533.1992276351084,0.0074485542144748056,0.1313301343766239,0,1,1,HAH_0802,CAP domain-containing protein
HAH_RS03915,12312.683911302234,0.16578212728302055,0.14398718668523722,0,1,1,HAH_0803,cytochrome c oxidase subunit II
HAH_RS03920,7351.333311937626,-0.25361873825707587,0.21586917087422855,-0,1,1,HAH_0804,heme o synthase
HAH_RS03925,1275.8748964973654,-0.28996295397933647,0.2410303267884412,-0,1,1,HAH_0805,hypothetical protein
HAH_RS03930,341.9563351011178,-0.3994430517797832,0.19201492937880452,-0,1,1,HAH_0806,Rdx family protein
HAH_RS03935,2852.2610170985686,0.07980252030230463,0.1005162347214417,0,1,1,HAH_0807,ABC transporter ATP-binding protein
HAH_RS03940,1234.1431535688928,-0.034159883764327444,0.10661546033013448,-0,1,1,HAH_0808,ABC transporter permease
HAH_RS03945,105.26377044063979,-0.20989694394252253,0.11939837792949168,-0,1,1,HAH_0809,dual specificity protein phosphatase family protein
HAH_RS03950,1419.846181008705,0.1474317329950781,0.09285109738147077,0,1,1,HAH_0810,2-phospho-L-lactate transferase
HAH_RS03955,1119.0166504466717,0.1427131252961654,0.10231447091617717,0,1,1,HAH_0811,tRNA-dihydrouridine synthase
HAH_RS03960,1247.6524022966926,0.04884912638670002,0.08069340848928577,0,1,1,HAH_0812,triphosphoribosyl-dephospho-CoA synthase
HAH_RS03965,1170.3800312225997,0.018253889214754807,0.07126429572438896,0,1,1,HAH_0813,DUF447 family protein
HAH_RS03970,3950.32254801169,0.17324405580802724,0.12303388731264467,0,1,1,HAH_0814,30S ribosomal protein S17e
HAH_RS03975,6510.712406112295,0.040305325087041786,0.061000759564498346,0,1,1,HAH_0815,Mrp/NBP35 family ATP-binding protein
HAH_RS03980,38.1457543861121,-0.5660648412949597,0.2923345020020177,-0,1,1,HAH_0816,hypothetical protein
HAH_RS03985,1032.9162797474373,-0.4229296085952551,0.18139531900786696,-0,1,1,HAH_0817,tRNA-Ser
HAH_RS03990,29854.496192706727,0.19911887343063298,0.3154794336129006,0,1,1,HAH_0818,30S ribosomal protein S13
HAH_RS03995,28184.584546480815,0.19802162767033565,0.3026997413922485,0,1,1,HAH_0819,30S ribosomal protein S4
HAH_RS04000,18278.385929802484,0.14742493005573631,0.2998335074501353,0,1,1,HAH_0820,30S ribosomal protein S11
HAH_RS04005,47342.70683796107,0.24134633753726886,0.3014136745224766,0,1,1,HAH_0821,DNA-directed RNA polymerase subunit D
HAH_RS04010,1096.6688352022159,-0.08522305085351463,0.2411991097546814,-0,1,1,HAH_0822,tRNA-Leu
HAH_RS04015,20968.053985260558,0.34763143666892454,0.302901119857427,0,1,1,HAH_0823,50S ribosomal protein L18e
HAH_RS04020,29040.388249576725,0.30327206738493423,0.30979300385400077,0,1,1,HAH_0824,50S ribosomal protein L13
HAH_RS04025,20388.079539552145,0.2601394618723124,0.2934614153040628,0,1,1,HAH_0825,30S ribosomal protein S9
HAH_RS04030,7019.2605109794795,0.15217195538008926,0.28378642852294755,0,1,1,HAH_0826,DNA-directed RNA polymerase subunit N
HAH_RS04035,9100.674473463965,0.21658679228054353,0.30229298889297995,0,1,1,HAH_0827,DNA-directed RNA polymerase subunit K
HAH_RS04040,92130.23189744478,0.37775582664149515,0.3244303385089184,0,1,1,HAH_0828,phosphopyruvate hydratase
HAH_RS04045,57445.6788297042,0.39413203884274123,0.33266435081608914,0,1,1,HAH_0829,30S ribosomal protein S2
HAH_RS04050,1208.1571325945713,0.6246538594025598,0.12404324229875982,0,1,1,HAH_0830,DUF5518 domain-containing protein
HAH_RS04055,428.39584758196725,0.24621770675834517,0.1472882915064348,0,1,1,HAH_0831,DUF5518 domain-containing protein
HAH_RS04060,2819.9096387673735,-0.32196870388153115,0.10777565830795789,-0,1,1,HAH_0832,cytochrome P450
HAH_RS04065,2677.1085885982934,-0.026248406482384044,0.13895964266692937,-0,1,1,HAH_0833,PAS domain S-box protein
HAH_RS04070,2423.3534859939223,-0.18982127811935304,0.10492898081324535,-0,1,1,HAH_0834,mevalonate kinase
HAH_RS04075,2280.691324874073,-0.243691167793813,0.10403542506729642,-0,1,1,HAH_0835,isopentenyl phosphate kinase family protein
HAH_RS04080,10544.362308412408,-0.42700576035372256,0.1572430746699462,-0,1,1,HAH_0836,hypothetical protein
HAH_RS04085,57811.84702347254,0.4753700921582516,0.3037207604354518,0,1,1,HAH_0837,ribonuclease J
HAH_RS04090,32009.472059549822,0.5875754240717224,0.2882698356088411,0,1,1,HAH_0838,polyprenyl synthetase family protein
HAH_RS04095,2372.0941291105696,-0.0380197760377159,0.1360601334307789,-0,1,1,HAH_0839,ArsA family ATPase
HAH_RS04100,7415.9372131862265,0.05880704391914515,0.11991018494414662,0,1,1,HAH_0840,glutamate--tRNA ligase
HAH_RS04105,1024.4154129210206,-0.00727546021102224,0.07890578136525657,-0,1,1,HAH_0841,PAS domain S-box protein
HAH_RS04110,1544.1192531177505,0.17029782337520735,0.19474094035974934,0,1,1,HAH_0842,Hsp20/alpha crystallin family protein
HAH_RS19675,93.59164986813586,0.1414504680093567,0.2428161405547417,0,1,1,HAH_0843,hypothetical protein
HAH_RS04115,6087.4296832055625,-0.17504697537197067,0.08434840454209636,-0,1,1,HAH_0845,alpha/beta hydrolase
HAH_RS04120,1699.0223263690323,-0.03980774322513111,0.07382006605472677,-0,1,1,HAH_0846,4Fe-4S dicluster domain-containing protein
HAH_RS04125,112.71924607934201,-0.3465545899614062,0.1358931878549925,-0,1,1,HAH_0847,electron transfer flavoprotein subunit beta
HAH_RS04130,348.8617565287323,-0.36350212547111904,0.1229648285013577,-0,1,1,HAH_0848,electron transfer flavoprotein subunit alpha/FixB family protein
HAH_RS04135,437.48923575266355,-0.2758961883685197,0.14051103050915734,-0,1,1,HAH_0849,FAD-dependent monooxygenase
HAH_RS04140,40.259315392975786,-0.5584901069591335,0.15494230286197005,-0,1,1,HAH_0850,hypothetical protein
HAH_RS04145,81.97479950068075,-0.19636886932309755,0.15215176783002532,-0,1,1,HAH_0851,GNAT family N-acetyltransferase
HAH_RS04150,646.7031504164066,-2.3144885773429906,0.45805819294535083,-2.8696977754959994,0.004108642974714644,0.29374542955370864,HAH_0852,LLM class flavin-dependent oxidoreductase
HAH_RS04155,1153.1357500494262,-1.2833180467673253,0.3470118988908907,-0.8164505242409791,0.4142425097723734,1,HAH_0853,long-chain-fatty-acid--CoA ligase
HAH_RS19865,123.02475516178676,-0.26375798408030354,0.16837436497702274,-0,1,1,HAH_0854,hypothetical protein
HAH_RS04160,743.9319812997363,-0.16487980667056112,0.08829155940229674,-0,1,1,HAH_0855,DUF456 domain-containing protein
HAH_RS04165,1453.468274247129,0.099283650663282,0.1404629855444816,0,1,1,HAH_0856,GNAT family N-acetyltransferase
HAH_RS04170,513.1429103013683,-0.018473365185891863,0.12526675795911907,-0,1,1,HAH_0857,nitronate monooxygenase
HAH_RS04175,32773.730316292764,0.6629189093365662,0.3033115477384796,0,1,1,HAH_0858,50S ribosomal protein L7Ae
HAH_RS04180,15614.900381857553,0.5651250898756311,0.28465624128452754,0,1,1,HAH_0859,30S ribosomal protein S28e
HAH_RS04185,27626.888014421875,0.6044614915746483,0.2913573020116397,0,1,1,HAH_0860,50S ribosomal protein L24e
HAH_RS04190,28999.40996739368,0.6090717723730078,0.31130713569838797,0,1,1,HAH_0861,nucleoside-diphosphate kinase
HAH_RS04195,584.5599978831891,0.1411911904259227,0.1001043743434539,0,1,1,HAH_0862,glutaredoxin
HAH_RS04200,1137.9949705870201,-0.25480669183397514,0.11678254461635659,-0,1,1,HAH_0863,hypothetical protein
HAH_RS04205,1995.7564708560928,0.3504742739333091,0.13330090592527288,0,1,1,HAH_0864,peptide-methionine (R)-S-oxide reductase MsrB
HAH_RS04210,11.833420989874393,-0.21136475017949835,0.3032437911217652,-0,1,1,HAH_0865,tRNA-Thr
HAH_RS04215,2126.6759470629604,-0.3679784510815926,0.11854309436608547,-0,1,1,HAH_0866,GNAT family N-acetyltransferase
HAH_RS04220,1112.8988713988056,-0.5301976553753195,0.21812606110406427,-0,1,1,HAH_0867,CBS domain-containing protein
HAH_RS04225,3614.121570783885,-0.4169230989347704,0.0744474316535941,-0,1,1,HAH_0868,GTP cyclohydrolase IIa
HAH_RS04230,716.9942784885868,-0.0953438226048938,0.0869669884039194,-0,1,1,HAH_0869,hypothetical protein
HAH_RS04235,1951.727766611809,-0.18892139347980438,0.24687445541138842,-0,1,1,HAH_0870,DUF5785 family protein
HAH_RS04240,5221.8147571684785,-0.19563555050360473,0.11990312535640467,-0,1,1,HAH_0871,PGF-pre-PGF domain-containing protein
HAH_RS04245,251.15641712765995,0.3616249942207512,0.18919146539375173,0,1,1,HAH_0872,tRNA-Ser
HAH_RS04250,2056.92473858703,0.21919398510724322,0.08470105119936062,0,1,1,HAH_0873,hypothetical protein
HAH_RS04255,449.6350227972815,-1.0633554645542203,0.1737393866422545,-0.36465804201712204,0.7153666825257139,1,HAH_0874,hypothetical protein
HAH_RS04260,2229.64636276685,0.092804599797898707,0.09442608185743562,0,1,1,HAH_0875,uracil-DNA glycosylase
HAH_RS04265,4978.364411026262,0.09750130800221112,0.07820677913630605,0,1,1,HAH_0876,chorismate synthase
HAH_RS04270,3953.0434426924267,-0.2800903256190909,0.061240673963925005,-0,1,1,HAH_0877,3-phosphoshikimate 1-carboxyvinyltransferase
HAH_RS04275,807.3419352024397,-0.23776031374525458,0.200262676917604,-0,1,1,HAH_0878,SDR family oxidoreductase
HAH_RS04280,1384.229989523936,-0.1460926640525927,0.3618271330073782,-0,1,1,HAH_0879,zinc transporter
HAH_RS04285,1821.8389780839718,0.41938665338120173,0.26821777847320777,0,1,1,HAH_0880,PAS domain S-box protein
HAH_RS04290,3891.5027034220448,0.15452942796585276,0.22622354013446025,0,1,1,HAH_0881,AAA family ATPase
HAH_RS04295,2244.047926920094,-0.08424707050318292,0.10166871087434133,-0,1,1,HAH_0882,TIGR00300 family protein
HAH_RS04300,216.57669746466695,-0.5761682669826749,0.19175497955860124,-0,1,1,HAH_0883,hypothetical protein
HAH_RS04305,4893.633169681778,-1.4763743146691264,0.3792679580027871,-1.2560362788823454,0.20910281703509195,1,HAH_0884,thiamine pyrophosphate-binding protein
HAH_RS04310,766.7861765109088,-0.35932482946426936,0.19298777411411422,-0,1,1,HAH_0885,SOS response-associated peptidase
HAH_RS04315,408.7243319303375,-1.3895950210860253,0.11266286015412869,-3.4580608068447662,5.440785693327951e-4,0.046561034900013204,HAH_0887,cysteine synthase A
HAH_RS04320,5602.307971396649,0.06648000398266747,0.05375864008968549,0,1,1,HAH_0888,translation initiation factor IF-2 subunit beta
HAH_RS04325,561.6833052202637,-1.0907646043285826,0.14316003259981852,-0.6340079886842498,0.5260756085986701,1,HAH_0889,hypothetical protein
HAH_RS04330,893.1997097792276,-1.1397913162001077,0.1670059941520996,-0.8370437055857626,0.4025680015867362,1,HAH_0890,hypothetical protein
HAH_RS04335,1055.6689043361005,-0.3905911051268882,0.16033869560237066,-0,1,1,HAH_0891,CapA family protein
HAH_RS04340,13.510335258888649,0.05879396459974981,0.27047659526998646,0,1,1,HAH_0892,hypothetical protein
HAH_RS04345,1919.1854055271015,0.1291087138640942,0.12700430211446379,0,1,1,HAH_0893,FAD-dependent oxidoreductase
HAH_RS04350,2468.299655677962,0.33613106347881166,0.16145007850074458,0,1,1,HAH_0894,Na+/H+ antiporter NhaC
HAH_RS04355,677.3524047745212,-0.2657670584139228,0.12566515369085096,-0,1,1,HAH_0895,ABC transporter ATP-binding protein
HAH_RS04360,326.40983863883133,0.05231469589984011,0.40010637929197795,0,1,1,HAH_0896,iron ABC transporter permease
HAH_RS04365,796.018576960183,3.4248961169393603e-4,0.32048856440956003,0,1,1,HAH_0897,thiamine ABC transporter substrate-binding protein
HAH_RS04370,480.78547251304883,-0.7697112981693365,0.13807907985374918,-0,1,1,HAH_0898,hypothetical protein
HAH_RS04375,260.98110199717405,-0.6092529765861199,0.14906104436557763,-0,1,1,HAH_0899,TIM barrel protein
HAH_RS04380,1468.9400731278283,-0.6379139432878691,0.3340465860489102,-0,1,1,HAH_0900,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
HAH_RS04385,2318.6529596222404,-0.018238028174346794,0.110256752629617,-0,1,1,HAH_0901,hypothetical protein
HAH_RS04390,275.1014557251146,0.29243043138036173,0.333741069222468,0,1,1,HAH_0902,divalent metal cation transporter
HAH_RS04395,139.63253750632734,0.25889623863529343,0.2989785993197245,0,1,1,HAH_0903,hypothetical protein
HAH_RS04400,1203.2659025567357,0.3102417382687734,0.12190754110565007,0,1,1,HAH_0904,hypothetical protein
HAH_RS19870,390.07692697656654,0.18254939308828158,0.16450193765892898,0,1,1,HAH_0905,hypothetical protein
HAH_RS04405,17741.81813400385,0.5440298179234999,0.19210807560000256,0,1,1,HAH_0906,beta-CASP ribonuclease aCPSF1
HAH_RS04410,87.86168924442198,-0.08545597724296905,0.16610343456226961,-0,1,1,HAH_0907,hypothetical protein
HAH_RS04415,8475.708404385208,-0.3070382593158676,0.1239338838002166,-0,1,1,HAH_0908,hypothetical protein
HAH_RS04420,257.56174736954773,0.5736590371743933,0.2363362868175357,0,1,1,NA,hypothetical protein
HAH_RS04425,10579.791424313256,-0.6099384374159835,0.09457456377578778,-0,1,1,HAH_0910,Dyp-type peroxidase
HAH_RS04430,528.9071957814474,-0.3225359397357904,0.0827358906322945,-0,1,1,HAH_0911,helix-turn-helix domain-containing protein
HAH_RS04435,328.40650983787816,-0.35401772791986796,0.10356059029058585,-0,1,1,HAH_0912,hypothetical protein
HAH_RS04440,2225.6807133141474,-0.3230274308391246,0.09273220574319894,-0,1,1,HAH_0913,hypothetical protein
HAH_RS04445,369.3094520356977,-0.3274004970715912,0.13836010458575024,-0,1,1,HAH_0914,SAM-dependent chlorinase/fluorinase
HAH_RS04450,11002.422741956894,0.07346219564182048,0.1457832302735045,0,1,1,HAH_0915,proline--tRNA ligase
HAH_RS04455,3821.0852279441187,-0.24084905436542106,0.3758904320182962,-0,1,1,HAH_0916,patatin-like phospholipase family protein
HAH_RS04460,646.5800558246368,0.18544682987181324,0.2645852550326158,0,1,1,HAH_0918,CBS domain-containing protein
HAH_RS04465,34021.70223627936,2.838144895638166,0.5295557326489173,3.471107538470954,5.183163803944042e-4,0.0453644632022466,HAH_0919,glutamate synthase large subunit
HAH_RS04470,7608.480863407205,0.6718007162731195,0.19975328142108523,0,1,1,HAH_0920,prohibitin family protein
HAH_RS04475,1370.5945788828078,-0.1846013042731961,0.1869247258173118,-0,1,1,HAH_0921,type IV pilin
HAH_RS04480,1925.1586052330429,-0.039835397061938616,0.13022195515192891,-0,1,1,HAH_0922,NAD-dependent epimerase/dehydratase family protein
HAH_RS04485,1362.2314722367285,-1.68037946985546,0.139134784390132,-4.890074562143176,1.0079778915991279e-6,1.4929703309800928e-4,HAH_0923,transcriptional regulator
HAH_RS04490,453.3724243345512,-0.35929264669305644,0.1208730373871502,-0,1,1,HAH_0924,glycoside hydrolase family 3 C-terminal domain-containing protein
HAH_RS04495,1080.8654284595755,-0.09997955611052199,0.1905002525360701,-0,1,1,HAH_0925,NAD(P)-dependent glycerol-1-phosphate dehydrogenase
HAH_RS04500,1467.3642937835002,0.11607988810366875,0.11106506917409413,0,1,1,HAH_0926,NUDIX domain-containing protein
HAH_RS04505,2617.654259365202,-0.34108862361720643,0.09778119266988684,-0,1,1,HAH_0927,S9 family peptidase
HAH_RS04510,906.2225251447695,-0.5606077581081673,0.21062376996365836,-0,1,1,HAH_0928,DUF2339 domain-containing protein
HAH_RS04515,3957.4127581300554,-0.30182550193948626,0.12412536126816084,-0,1,1,HAH_0929,glycosyltransferase
HAH_RS04520,1074.7486133755042,-0.27288456322551297,0.08092925687090695,-0,1,1,HAH_0930,sodium:proton antiporter
HAH_RS04525,3266.407959637621,-0.1992220700946142,0.08614585281476198,-0,1,1,HAH_0931,DEAD/DEAH box helicase family protein
HAH_RS04530,335.2024825589594,-0.035081402907010346,0.0981467397545171,-0,1,1,HAH_0932,globin-coupled sensor protein
HAH_RS20125,437.394307628409,0.6522025251393796,0.1419679034486294,0,1,1,NA,hypothetical protein
HAH_RS04540,8287.712385068697,0.009920269447581563,0.11669224578098092,0,1,1,HAH_0935,dihydropteroate synthase
HAH_RS04545,2391.680761144243,-0.5290412892912641,0.12953518029270508,-0,1,1,HAH_0936,hypothetical protein
HAH_RS04550,832.2470235781898,-0.10725654438961107,0.0690231221879511,-0,1,1,HAH_0937,hypothetical protein
HAH_RS04555,2093.005831896659,-0.044303667265901944,0.05725594550729522,-0,1,1,HAH_0938,formate/nitrite transporter family protein
HAH_RS04560,15032.900219604473,0.07426010761199664,0.15980652240991405,0,1,1,HAH_0939,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
HAH_RS04565,678.4093714083151,-0.28730571962483326,0.12882927269231503,-0,1,1,HAH_0940,hypothetical protein
HAH_RS04570,924.8391139384472,-1.7720129440630548,0.20253097800548403,-3.81182647546466,1.379437052097584e-4,0.013979505493757356,HAH_0941,zinc-dependent alcohol dehydrogenase family protein
HAH_RS04575,4375.855724714507,-0.08987840488524051,0.12184274228475259,-0,1,1,HAH_0942,adenylosuccinate lyase
HAH_RS04580,658.6227809701419,-0.14100945431518433,0.12072351732888968,-0,1,1,HAH_0943,MFS transporter
HAH_RS04585,209.98454534188687,-0.6881786879421311,0.11572615553779854,-0,1,1,HAH_0944,phosphoribosyltransferase
HAH_RS04590,2322.6243207082603,-0.18206622481859538,0.13629808929975118,-0,1,1,HAH_0945,M20 family metallopeptidase
HAH_RS04595,2029.1117162929395,-0.07616048090428341,0.18118547527243536,-0,1,1,HAH_0946,diaminopimelate decarboxylase
HAH_RS04600,101.4245391707882,0.2979571950485239,0.2447149911091463,0,1,1,HAH_0947,Tfx family DNA-binding protein
HAH_RS04605,171.87072730541863,0.9171797786865711,0.4270410377916757,0,1,1,HAH_0948,hypothetical protein
HAH_RS04610,802.7748038494632,1.1681679408265462,0.49162872121582185,0.3420628892686714,0.7323035647629172,1,HAH_0949,aldehyde dehydrogenase family protein
HAH_RS04615,437.60303269188125,0.005172154427593085,0.15855756873316063,0,1,1,HAH_0950,polymer-forming cytoskeletal protein
HAH_RS04620,3393.0415389213545,-0.19248427783041228,0.05333053995034539,-0,1,1,HAH_0951,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
HAH_RS04625,2173.459360443072,0.5190041517504009,0.2228435031502601,0,1,1,HAH_0952,4-hydroxy-tetrahydrodipicolinate reductase
HAH_RS04630,2313.7852260617506,0.6185707845794817,0.21673486372347486,0,1,1,HAH_0953,4-hydroxy-tetrahydrodipicolinate synthase
HAH_RS04635,110.91530014052813,0.07546432942078618,0.11887821141340091,0,1,1,HAH_0954,hypothetical protein
HAH_RS04640,2786.7849611334113,0.14993910132832242,0.04654948547936125,0,1,1,HAH_0955,NYN domain-containing protein
HAH_RS04645,1929.9166513964985,-0.09601429712398751,0.1370146320525792,-0,1,1,HAH_0956,hypothetical protein
HAH_RS04650,941.5345362163713,-0.06149430726266414,0.21078765845766298,-0,1,1,HAH_0957,PUA domain-containing protein
HAH_RS04655,496.942459848288,0.10905059173917296,0.13593994646270588,0,1,1,HAH_0958,hypothetical protein
HAH_RS04660,349.4069407525577,-0.477246590955022,0.16154259271518967,-0,1,1,HAH_0959,AEC family transporter
HAH_RS04665,3521.932302738321,-0.22100339201182756,0.08753082423873972,-0,1,1,HAH_0960,nascent polypeptide-associated complex protein
HAH_RS04670,3715.9278084507137,-0.11215184120040803,0.09399870168268017,-0,1,1,HAH_0961,methyltransferase domain-containing protein
HAH_RS04675,1869.3925675416929,-0.24414039474178978,0.2372846849885839,-0,1,1,HAH_0962,hypothetical protein
HAH_RS04680,2593.3161291235137,-0.22451026292689436,0.23334585645936587,-0,1,1,HAH_0963,hypothetical protein
HAH_RS04685,2996.4671019942866,0.06851120591171334,0.14226092337721383,0,1,1,HAH_0964,hypothetical protein
HAH_RS04690,2663.031972759063,-0.200408733138723,0.110829256269022,-0,1,1,HAH_0965,transcription factor S
HAH_RS04695,6431.941999551349,-0.4634764193145326,0.4125239346427999,-0,1,1,HAH_0966,hypothetical protein
HAH_RS04700,1655.4766963858574,-0.16720797167273457,0.10697638857614426,-0,1,1,HAH_0967,DUF5789 family protein
HAH_RS04705,228.51180628457806,-0.1342849414354449,0.14502522391596495,-0,1,1,HAH_0968,hypothetical protein
HAH_RS19875,449.4949587683258,-0.4334397948596882,0.1154749929280726,-0,1,1,NA,hypothetical protein
HAH_RS19880,130.1138137437191,0.22545501341889382,0.15794185797446578,0,1,1,HAH_0969,hypothetical protein
HAH_RS04710,1638.8779437907608,0.15903025124107603,0.13803848254864742,0,1,1,HAH_0970,creatininase family protein
HAH_RS04715,544.8427419584401,0.11502209686976413,0.10673634559723007,0,1,1,HAH_0971,alpha-glucosidase
HAH_RS04720,1139.8942886835252,-0.11333708155666182,0.10882788774389675,-0,1,1,HAH_0972,M24 family metallopeptidase
HAH_RS04725,1969.4938489412332,-0.8468175697965494,0.16408769565631218,-0,1,1,HAH_0973,nucleoside hydrolase
HAH_RS04730,13157.689560519268,-1.6899284496246236,0.43885108543406925,-1.572124286629513,0.11592173006962139,1,HAH_0974,alanine dehydrogenase
HAH_RS04735,2924.130510775674,-1.9902331121759103,0.4136160502219835,-2.39408773340508,0.016661762790677503,1,HAH_0975,hypothetical protein
HAH_RS04740,17934.61673273812,-1.7204551959320822,0.46420850834200766,-1.5520077357162174,0.12066037265871239,1,HAH_0976,sodium:proton antiporter
HAH_RS04745,677.6080798280137,-0.7170545962927586,0.23670253735897387,-0,1,1,HAH_0977,IclR family transcriptional regulator
HAH_RS04750,470.60429985048086,-0.36514401625124804,0.12570465837622005,-0,1,1,HAH_0978,helix-turn-helix domain-containing protein
HAH_RS04755,702.9556011328766,-0.5950943465356355,0.22455582025753548,-0,1,1,HAH_0979,DUF1611 domain-containing protein
HAH_RS04760,743.9980678193864,-0.7807876541932727,0.2575364691517991,-0,1,1,HAH_0980,dipeptide epimerase
HAH_RS04765,43486.188482872996,-0.6314003209746918,0.19583053321558705,-0,1,1,HAH_0981,polymer-forming cytoskeletal protein
HAH_RS04770,188.23843568099116,-0.15631813962311608,0.08674365027075166,-0,1,1,HAH_0982,hypothetical protein
HAH_RS04775,1565.8211656763285,0.18388052018848702,0.05517789608366699,0,1,1,HAH_0983,trehalose-6-phosphate synthase
HAH_RS04780,8708.485097207076,0.7153662840236027,0.1732059951688597,0,1,1,HAH_0984,DUF115 domain-containing protein
HAH_RS04785,4363.588003174747,-0.2571013285371528,0.24874557766897767,-0,1,1,HAH_0985,TIGR04024 family LLM class F420-dependent oxidoreductase
HAH_RS04790,1167.6187594447122,-0.49951352999768267,0.11815901466125409,-0,1,1,HAH_0986,haloacid dehalogenase type II
HAH_RS04795,860.9102870599222,0.21235880666497065,0.13590902345868983,0,1,1,HAH_0987,TrkA family potassium uptake protein
HAH_RS04800,671.3480525752436,0.26938943890408157,0.18960348341036015,0,1,1,HAH_0988,APC family permease
HAH_RS04805,553.4183600162867,0.13943710712978355,0.09544390763637875,0,1,1,HAH_0989,TrkA family potassium uptake protein
HAH_RS04810,3017.375131940095,-0.2008161117150094,0.09101017481797512,-0,1,1,HAH_0990,dihydropteroate synthase
HAH_RS04815,707.567270676769,-0.9178086691758018,0.08564806243619698,-0,1,1,HAH_0991,ATP-binding protein
HAH_RS04820,4141.6228544197,-0.49998643074429544,0.08294496013453599,-0,1,1,HAH_0992,phosphotransferase family protein
HAH_RS04825,2035.3514377408158,-0.3076633141207688,0.08706374369037373,-0,1,1,HAH_0993,PfkB family carbohydrate kinase
HAH_RS04830,4950.090838780811,-0.10310800135672843,0.16934894513045537,-0,1,1,HAH_0994,hypothetical protein
HAH_RS04835,1618.0403553237038,-0.28176953296807594,0.1529263378790891,-0,1,1,HAH_0995,ABC transporter ATP-binding protein
HAH_RS04840,3018.6165959882655,-0.30479174380051566,0.11861167008641808,-0,1,1,HAH_0996,ABC transporter permease
HAH_RS04845,7869.543465582332,0.433893369839609,0.23425990159408513,0,1,1,HAH_0997,hypothetical protein
HAH_RS04850,2332.788593463439,0.509346529394818,0.23939720532857567,0,1,1,HAH_0998,methionine synthase
HAH_RS04855,1826.324396633268,0.7252161839809664,0.2798584450486413,0,1,1,HAH_0999,methionine synthase vitamin-B12 independent
HAH_RS04860,765.7162246631569,0.12161644178489384,0.1155465785449419,0,1,1,HAH_1000,class I SAM-dependent methyltransferase
HAH_RS04865,1154.3115520426459,0.28657369773074187,0.10357657247384883,0,1,1,HAH_1001,16S ribosomal RNA methyltransferase A
HAH_RS04870,2781.4815792593217,0.10631083419895665,0.06748555849731894,0,1,1,HAH_1002,DUF655 domain-containing protein
HAH_RS04875,15523.76353369257,-0.050465646839912025,0.09453012052374218,-0,1,1,HAH_1003,RNA polymerase Rpb4 family protein
HAH_RS04880,8900.370230143031,0.07273351089420317,0.08973882424775087,0,1,1,HAH_1004,50S ribosomal protein L21e
HAH_RS04885,13077.643541181169,0.0382991138493429,0.14191918250493638,0,1,1,HAH_1005,elongation factor 1-beta
HAH_RS04890,6347.264567137429,0.055887650018966596,0.13296214433947873,0,1,1,HAH_1006,zinc finger domain-containing protein
HAH_RS04895,671.9877792433992,-0.4226721045850364,0.1901619944604475,-0,1,1,HAH_1007,hypothetical protein
HAH_RS04900,1365.6657533792716,-0.4263390028401905,0.21851962361711313,-0,1,1,HAH_1008,3-hydroxyacyl-CoA dehydrogenase family protein
HAH_RS04905,940.4580940525165,-0.17341103132438618,0.14094858587304918,-0,1,1,HAH_1009,sugar phosphate isomerase/epimerase
HAH_RS04910,2911.6043083138693,-0.9797767112473978,0.2340753873972634,-0,1,1,HAH_1010,TIGR00266 family protein
HAH_RS04915,3252.0642657313665,-0.02724402218654833,0.10526963728500983,-0,1,1,HAH_1011,CBS domain-containing protein
HAH_RS04920,4177.162777991537,0.7408338826822438,0.1760574747065899,0,1,1,HAH_1012,Gfo/Idh/MocA family oxidoreductase
HAH_RS04925,2355.231244408076,-0.04375372994607866,0.0709344717773574,-0,1,1,HAH_1013,redox-regulated ATPase YchF
HAH_RS04930,743.0155513761941,0.018675108074209676,0.10607460245734135,0,1,1,HAH_1014,hypothetical protein
HAH_RS04935,3214.480353175638,-0.09685788317323138,0.06667911768706834,-0,1,1,HAH_1015,histidinol dehydrogenase
HAH_RS04940,2777.727701404608,-0.22440458660964083,0.13103435570031552,-0,1,1,HAH_1016,iron-sulfur cluster assembly accessory protein
HAH_RS04945,356.48018748634513,-0.5965626010793039,0.3191967983338251,-0,1,1,HAH_1017,dodecin family protein
HAH_RS04950,390.5451927450941,-0.18660617092720425,0.15663164616689995,-0,1,1,HAH_1018,hypothetical protein
HAH_RS04955,610.6302336917587,-0.08887226730304378,0.11856134091654016,-0,1,1,HAH_1019,hypothetical protein
