locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,old_locus_tag,annotation
HAH_RS03585,515.7573152891586,0.10215757708358225,0.18858476829266038,0,1,1,HAH_0738,tRNA-Met
HAH_RS03590,973.0354033667888,-0.5536301043721359,0.31097101923259357,-0,1,1,HAH_0739,hypothetical protein
HAH_RS03595,5300.241441286116,0.19604134645176624,0.08551454555989929,0,1,1,HAH_0740,purine phosphoribosyltransferase family protein
HAH_RS03600,1055.309513660655,-0.21367822032987407,0.21663741469166062,-0,1,1,HAH_0741,hypothetical protein
HAH_RS03605,386.99885253105475,0.04003528222231196,0.17139043090615902,0,1,1,HAH_0742,hypothetical protein
HAH_RS03610,7567.967506995106,-0.13403723225772718,0.1687319289912409,-0,1,1,NA,type IV pilin N-terminal domain-containing protein
HAH_RS03615,3651.853794700028,-0.1264130890018589,0.16953244383612373,-0,1,1,HAH_0743,Na(+)/H(+) antiporter subunit D
HAH_RS03620,3740.3312783338497,-0.03942479160888464,0.13540383675801432,-0,1,1,HAH_0744,cation:proton antiporter
HAH_RS03625,3400.119670366743,0.015858420979085047,0.1087197296604488,0,1,1,HAH_0745,monovalent cation/H+ antiporter subunit D family protein
HAH_RS03630,725.2006893555466,0.05079131859870367,0.11537309002003913,0,1,1,HAH_0746,cation:proton antiporter subunit C
HAH_RS03635,1555.401645707356,0.06339443152339519,0.08718898118844813,0,1,1,HAH_0747,Na(+)/H(+) antiporter subunit B
HAH_RS03640,1803.127215737984,0.0895148791019322,0.09443326709777072,0,1,1,HAH_0748,DUF4040 domain-containing protein
HAH_RS03645,883.9115830329407,0.02208668006951947,0.0902744206460117,0,1,1,HAH_0749,monovalent cation/H(+) antiporter subunit G
HAH_RS03650,877.8750837322801,0.1079302557903884,0.08380216044456078,0,1,1,HAH_0750,cation:proton antiporter
HAH_RS03655,4518.684778354608,0.19364359886582388,0.09873556924099106,0,1,1,HAH_0751,monovalent cation/H+ antiporter subunit E
HAH_RS03660,2237.5086634215313,-0.18374523730222114,0.15021433407455187,-0,1,1,HAH_0752,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
HAH_RS03665,2089.639585561698,-0.414571868779102,0.18134864564346792,-0,1,1,HAH_0753,hypothetical protein
HAH_RS03670,2735.089727467258,-0.3313165352819024,0.184358497832648,-0,1,1,HAH_0754,DUF58 domain-containing protein
HAH_RS03675,1749.2609442838866,-0.3213925714061525,0.18973670591713096,-0,1,1,HAH_0755,hypothetical protein
HAH_RS03680,2653.9414207021864,-0.3115958924372103,0.21709031011461297,-0,1,1,HAH_0756,DUF4129 domain-containing protein
HAH_RS03685,1080.0383008837823,-0.31062751549503775,0.11905443660251555,-0,1,1,HAH_0757,M48 family metalloprotease
HAH_RS03690,1228.6307589703952,0.07387259442753533,0.10630400285833472,0,1,1,HAH_0758,NAD(P)/FAD-dependent oxidoreductase
HAH_RS03695,21529.09830424858,0.15747111217207305,0.1235949950200465,0,1,1,HAH_0759,proteasome-activating nucleotidase
HAH_RS03700,990.592520955576,-0.11522818691368127,0.09940214410149902,-0,1,1,HAH_0760,DUF420 domain-containing protein
HAH_RS03705,1827.745923555004,-0.1659443151671872,0.14204215379923749,-0,1,1,HAH_0761,HD domain-containing protein
HAH_RS03710,996.6739288304716,0.10044839366018894,0.08870898525107278,0,1,1,HAH_0762,amidohydrolase family protein
HAH_RS03715,1425.6356831605099,-0.283968065340435,0.12030251815721717,-0,1,1,HAH_0763,SHOCT domain-containing protein
HAH_RS03720,442.6275406441712,-0.2543363589325826,0.17509023959100267,-0,1,1,HAH_0764,universal stress protein
HAH_RS03725,2102.463594982097,-0.022444414282693868,0.13274176384015277,-0,1,1,HAH_0765,biotin--[acetyl-CoA-carboxylase] ligase
HAH_RS03730,20408.486946859335,-0.22823831270301578,0.1581563376720684,-0,1,1,HAH_0766,acetyl-CoA carboxylase biotin carboxylase subunit
HAH_RS03735,2205.67347582001,-0.6815841676340005,0.2885190074925526,-0,1,1,HAH_0767,hypothetical protein
HAH_RS03740,16953.619058116114,-0.6584001853074467,0.2678795722767584,-0,1,1,HAH_0768,acyl-CoA carboxylase subunit beta
HAH_RS03745,4871.301095285848,0.19374538319569584,0.10842903981378632,0,1,1,HAH_0769,uracil DNA glycosylase superfamily protein
HAH_RS03750,1537.3530793170694,0.2637653511659865,0.2190957061603655,0,1,1,HAH_0770,ArsR family transcriptional regulator
HAH_RS03755,7777.702544018289,-0.057492337308185315,0.3186839768048438,-0,1,1,HAH_0771,DMT family transporter
HAH_RS03765,2352.027964810715,0.012736527485385224,0.20751048143186082,0,1,1,HAH_0772,sodium-dependent transporter
HAH_RS03770,93.47642083204204,-0.09001894464950232,0.1813782050582174,-0,1,NA,HAH_0773,hypothetical protein
HAH_RS03775,151.03402950126178,-0.6127794772599439,0.3248810244589813,-0,1,NA,HAH_0774,SDR family oxidoreductase
HAH_RS03780,922.7852473302681,-0.23050336807042934,0.18111394304768239,-0,1,1,HAH_0775,NADPH:quinone reductase
HAH_RS03785,2239.879626997529,-0.18800717474500736,0.17790104974860277,-0,1,1,HAH_0776,methyl-accepting chemotaxis protein
HAH_RS03790,530.1112891065994,-0.3111459575355046,0.1587493026464392,-0,1,1,HAH_0777,sensory rhodopsin II
HAH_RS03795,358.02489348475166,-0.07724038186844182,0.11746278325057186,-0,1,1,HAH_0778,hypothetical protein
HAH_RS03800,14757.153996535284,-0.38001811618554476,0.08364723586424147,-0,1,1,HAH_0779,transcription initiation factor IIB
HAH_RS03805,893.2908679579679,-0.08948400931772309,0.1415548455893773,-0,1,1,HAH_0780,hypothetical protein
HAH_RS03810,1393.047129755821,0.0763642928792418,0.1555564280349247,0,1,1,HAH_0781,RNA methyltransferase
HAH_RS03815,388.3654005702851,-0.29271193244915006,0.08996066883991992,-0,1,1,HAH_0782,PAS domain-containing protein
HAH_RS03820,84.23251453521654,-0.5910203172996469,0.16800212615916085,-0,1,NA,HAH_0783,hypothetical protein
HAH_RS03825,98.25036207344877,-0.45623571908929583,0.16542690009547664,-0,1,NA,HAH_0784,hypothetical protein
HAH_RS03830,10342.935256253553,0.22208552770551673,0.15744606290558036,0,1,1,HAH_0785,Glu-tRNA(Gln) amidotransferase subunit GatE
HAH_RS03835,455.8701914577616,0.06428363584771271,0.1272464886452543,0,1,1,HAH_0786,hypothetical protein
HAH_RS03840,19.270239612426828,-0.3161927730688408,0.21483156389540306,-0,1,NA,HAH_0787,hypothetical protein
HAH_RS03845,23.156664841310192,0.10507574710989458,0.1890290597685786,0,1,NA,HAH_0788,GNAT family N-acetyltransferase
HAH_RS03850,15168.52015226975,-0.3132095075624503,0.13787537384366055,-0,1,1,HAH_0789,class II fumarate hydratase
HAH_RS03855,9248.834706252597,0.8724616153349067,0.21238904379157242,0,1,1,HAH_0790,sugar ABC transporter permease
HAH_RS03860,5111.830182380965,1.2786668222248887,0.221494281910584,1.2581219696560153,0.20834764908431502,1,HAH_0791,carbohydrate ABC transporter permease
HAH_RS03865,7878.87883450492,1.2979813035195469,0.21507727098097354,1.3854616164713534,0.16591136143883572,1,HAH_0792,ABC transporter ATP-binding protein
HAH_RS03870,3120.03576126556,-0.02710113603152034,0.08412370118109058,-0,1,1,HAH_0793,flap endonuclease-1
HAH_RS03875,921.8520497848034,-0.14903119933562808,0.09881026436650618,-0,1,1,HAH_0794,GNAT family N-acetyltransferase
HAH_RS03880,534.3472085597957,-0.29532133224575524,0.09820339566549563,-0,1,1,HAH_0795,DUF3054 domain-containing protein
HAH_RS19860,964.7704277242183,0.0070423722551289465,0.07912790143544209,0,1,1,HAH_0796,hypothetical protein
HAH_RS03885,5497.111534163197,0.12764638785579166,0.2968569770929499,0,1,1,HAH_0797,hypothetical protein
HAH_RS03890,4535.848573704103,0.28732391116092654,0.09674393635747267,0,1,1,HAH_0798,ornithine cyclodeaminase family protein
HAH_RS03895,3198.7765500017267,0.07792914641947625,0.20536756598670672,0,1,1,HAH_0799,hypothetical protein
HAH_RS03900,418.51445080409337,-0.12805117157232615,0.1122852667476462,-0,1,1,HAH_0800,Gar1/Naf1 family protein
HAH_RS03905,490.0405921758404,-0.09181160197080518,0.12018371535335322,-0,1,1,HAH_0801,signal recognition particle subunit SRP19/SEC65 family protein
HAH_RS03910,2622.3784929755407,0.05418233878318346,0.14387308739861285,0,1,1,HAH_0802,CAP domain-containing protein
HAH_RS03915,12850.470038338624,0.21068184613921911,0.17686018280980853,0,1,1,HAH_0803,cytochrome c oxidase subunit II
HAH_RS03920,7967.5964840833385,-0.10472722489216481,0.26198096444872915,-0,1,1,HAH_0804,heme o synthase
HAH_RS03925,1442.8861936880191,-0.08151914223368446,0.28582264707700406,-0,1,1,HAH_0805,hypothetical protein
HAH_RS03930,356.3548441415436,-0.2779347981133482,0.18434244787897414,-0,1,1,HAH_0806,Rdx family protein
HAH_RS03935,3046.830131066675,0.15662526852878975,0.09454638380938435,0,1,1,HAH_0807,ABC transporter ATP-binding protein
HAH_RS03940,1241.6637777080696,-0.0033375816375813654,0.134811012142708,-0,1,1,HAH_0808,ABC transporter permease
HAH_RS03945,105.84110184412823,-0.22133680047785226,0.09596497006725757,-0,1,NA,HAH_0809,dual specificity protein phosphatase family protein
HAH_RS03950,1515.982765068442,0.2166408386546018,0.1338352882323052,0,1,1,HAH_0810,2-phospho-L-lactate transferase
HAH_RS03955,1226.3749350402672,0.2555014663070913,0.1565885246246006,0,1,1,HAH_0811,tRNA-dihydrouridine synthase
HAH_RS03960,1315.39019573809,0.11935099057338013,0.12295782611933774,0,1,1,HAH_0812,triphosphoribosyl-dephospho-CoA synthase
HAH_RS03965,1184.0031093471075,0.03348931703677268,0.07452244967072849,0,1,1,HAH_0813,DUF447 family protein
HAH_RS03970,3782.8448342664815,0.09059559460507428,0.11787223996747231,0,1,1,HAH_0814,30S ribosomal protein S17e
HAH_RS03975,6806.39904909275,0.10126330786193091,0.12182972334581793,0,1,1,HAH_0815,Mrp/NBP35 family ATP-binding protein
HAH_RS03980,41.63787869778357,-0.48696461690252246,0.2509914316324641,-0,1,NA,HAH_0816,hypothetical protein
HAH_RS03985,922.4184206024163,-0.5670982900660047,0.1938781805206376,-0,1,1,HAH_0817,tRNA-Ser
HAH_RS03990,26430.31371061465,-0.03148079988381557,0.3417716645125255,-0,1,1,HAH_0818,30S ribosomal protein S13
HAH_RS03995,25228.259512100623,-0.023157620676931643,0.3189001255103986,-0,1,1,HAH_0819,30S ribosomal protein S4
HAH_RS04000,16320.115890746234,-0.0727472106899915,0.3110155849330674,-0,1,1,HAH_0820,30S ribosomal protein S11
HAH_RS04005,42190.48376883268,0.018735537219574033,0.31529619379633,0,1,1,HAH_0821,DNA-directed RNA polymerase subunit D
HAH_RS04010,951.916156687378,-0.34358787411746283,0.3102511321334503,-0,1,1,HAH_0822,tRNA-Leu
HAH_RS04015,18839.353814435177,0.13764052466803856,0.3297349041503546,0,1,1,HAH_0823,50S ribosomal protein L18e
HAH_RS04020,25959.509355182046,0.09422603122244232,0.33067033738932355,0,1,1,HAH_0824,50S ribosomal protein L13
HAH_RS04025,18417.99749573684,0.0684375937582285,0.3155490746169384,0,1,1,HAH_0825,30S ribosomal protein S9
HAH_RS04030,6340.530072554433,-0.04969641353063506,0.31283237106422707,-0,1,1,HAH_0826,DNA-directed RNA polymerase subunit N
HAH_RS04035,8122.1305458677325,0.008052567198116062,0.33262124619801836,0,1,1,HAH_0827,DNA-directed RNA polymerase subunit K
HAH_RS04040,82687.84144062009,0.17264493862898034,0.34776838066118587,0,1,1,HAH_0828,phosphopyruvate hydratase
HAH_RS04045,51463.697590378055,0.19266463883550927,0.3577744095188709,0,1,1,HAH_0829,30S ribosomal protein S2
HAH_RS04050,1181.1523687857043,0.5354300032999706,0.11979900665038366,0,1,1,HAH_0830,DUF5518 domain-containing protein
HAH_RS04055,426.44722416544835,0.19106832961876472,0.1267071987319009,0,1,1,HAH_0831,DUF5518 domain-containing protein
HAH_RS04060,2889.124790382512,-0.2517846770582167,0.10143902635293325,-0,1,1,HAH_0832,cytochrome P450
HAH_RS04065,2912.229403562069,0.0846662521043351,0.1714342872745622,0,1,1,HAH_0833,PAS domain S-box protein
HAH_RS04070,2546.690142504555,-0.10024894107495567,0.12425366366377348,-0,1,1,HAH_0834,mevalonate kinase
HAH_RS04075,2350.6338808091473,-0.17316444728511576,0.1238945594917565,-0,1,1,HAH_0835,isopentenyl phosphate kinase family protein
HAH_RS04080,11330.680211623161,-0.2747728499746661,0.18959432558481348,-0,1,1,HAH_0836,hypothetical protein
HAH_RS04085,52871.64450122612,0.30810229095491926,0.3247131150155364,0,1,1,HAH_0837,ribonuclease J
HAH_RS04090,29796.7561475001,0.4331680364508403,0.3060651694337325,0,1,1,HAH_0838,polyprenyl synthetase family protein
HAH_RS04095,2619.0872324529405,0.018558020150678152,0.11268205545802534,0,1,1,HAH_0839,ArsA family ATPase
HAH_RS04100,7507.830249781368,0.07193722296446799,0.12448776748598106,0,1,1,HAH_0840,glutamate--tRNA ligase
HAH_RS04105,998.3925267190345,-0.046721768418548845,0.06501788496400186,-0,1,1,HAH_0841,PAS domain S-box protein
HAH_RS04110,1877.765392722169,0.2759297440220909,0.18833227746513573,0,1,1,HAH_0842,Hsp20/alpha crystallin family protein
HAH_RS19675,106.29737107282337,0.17351295063102587,0.23875560323453807,0,1,NA,HAH_0843,hypothetical protein
HAH_RS04115,6039.369052873014,-0.14555691254983233,0.10307016959101048,-0,1,1,HAH_0845,alpha/beta hydrolase
HAH_RS04120,1690.3541978329336,-0.03700509480491657,0.058980624593296574,-0,1,1,HAH_0846,4Fe-4S dicluster domain-containing protein
HAH_RS04125,110.721862621224,-0.37635851158125927,0.15047013187569153,-0,1,NA,HAH_0847,electron transfer flavoprotein subunit beta
HAH_RS04130,348.2303255534625,-0.34871673090021105,0.13562881286492623,-0,1,1,HAH_0848,electron transfer flavoprotein subunit alpha/FixB family protein
HAH_RS04135,434.0012147534734,-0.2839877423216034,0.13710333507676273,-0,1,1,HAH_0849,FAD-dependent monooxygenase
HAH_RS04140,40.65360788490751,-0.5123344950642102,0.16217223269742104,-0,1,NA,HAH_0850,hypothetical protein
HAH_RS04145,76.7886282327877,-0.29113099468458703,0.14335536573786894,-0,1,NA,HAH_0851,GNAT family N-acetyltransferase
HAH_RS04150,776.3571542976619,-1.519010896811746,0.6128069028625802,-0.8469403565581772,0.39702836675530945,1,HAH_0852,LLM class flavin-dependent oxidoreductase
HAH_RS04155,1138.0814451298902,-1.063343903320883,0.3563991427064924,-0.1777330406573085,0.8589326356555662,1,HAH_0853,long-chain-fatty-acid--CoA ligase
HAH_RS19865,122.07090758588535,-0.2524135383768976,0.19431282315350823,-0,1,NA,HAH_0854,hypothetical protein
HAH_RS04160,759.3364349711442,-0.12894398329702492,0.12450615627050882,-0,1,1,HAH_0855,DUF456 domain-containing protein
HAH_RS04165,1496.4531899144067,0.13439486137531667,0.1843652912899567,0,1,1,HAH_0856,GNAT family N-acetyltransferase
HAH_RS04170,486.63042935669444,-0.09985212236263076,0.12465632175866362,-0,1,1,HAH_0857,nitronate monooxygenase
HAH_RS04175,29316.10984536679,0.41823825259466824,0.3351663213119031,0,1,1,HAH_0858,50S ribosomal protein L7Ae
HAH_RS04180,14158.809870835163,0.34121965541053395,0.3091272148333388,0,1,1,HAH_0859,30S ribosomal protein S28e
HAH_RS04185,25163.50876875247,0.39219859134464263,0.3155462814153437,0,1,1,HAH_0860,50S ribosomal protein L24e
HAH_RS04190,26114.591902665295,0.3901506982247467,0.3409502053467435,0,1,1,HAH_0861,nucleoside-diphosphate kinase
HAH_RS04195,546.1112029384004,0.034418024700518024,0.10705368687224412,0,1,1,HAH_0862,glutaredoxin
HAH_RS04200,1188.9930683766206,-0.20317442166601837,0.12275629888889819,-0,1,1,HAH_0863,hypothetical protein
HAH_RS04205,2314.367624160925,0.43012240773596566,0.12423127273459021,0,1,1,HAH_0864,peptide-methionine (R)-S-oxide reductase MsrB
HAH_RS04210,10.975108904176155,-0.38484179054816114,0.300016230391859,-0,1,NA,HAH_0865,tRNA-Thr
HAH_RS04215,2216.0812185876594,-0.29436946590753305,0.11354897423246835,-0,1,1,HAH_0866,GNAT family N-acetyltransferase
HAH_RS04220,1252.6838140069256,-0.4278137066126744,0.1899155340906415,-0,1,1,HAH_0867,CBS domain-containing protein
HAH_RS04225,3268.6319864945012,-0.5233045962034397,0.13113372756508784,-0,1,1,HAH_0868,GTP cyclohydrolase IIa
HAH_RS04230,722.0401833644237,-0.11223945730974091,0.08639667736853116,-0,1,1,HAH_0869,hypothetical protein
HAH_RS04235,2154.3014561170767,-0.03767617620692141,0.2395888621184594,-0,1,1,HAH_0870,DUF5785 family protein
HAH_RS04240,5494.864442480463,-0.12241498483466018,0.11679113930126282,-0,1,1,HAH_0871,PGF-pre-PGF domain-containing protein
HAH_RS04245,239.05494175653533,0.2944381148820946,0.18112686211965479,0,1,1,HAH_0872,tRNA-Ser
HAH_RS04250,2127.842386563498,0.25128812102080483,0.11148842917015783,0,1,1,HAH_0873,hypothetical protein
HAH_RS04255,453.9555034755087,-0.8944390365345886,0.2894047575427624,-0,1,1,HAH_0874,hypothetical protein
HAH_RS04260,2208.900305576368,0.0644012655119627,0.08942101196118088,0,1,1,HAH_0875,uracil-DNA glycosylase
HAH_RS04265,5083.918149321826,0.09986001707726067,0.10192799121580552,0,1,1,HAH_0876,chorismate synthase
HAH_RS04270,3871.4793530044317,-0.2817519930631329,0.05525298320545786,-0,1,1,HAH_0877,3-phosphoshikimate 1-carboxyvinyltransferase
HAH_RS04275,880.6668511806697,-0.10819690133451708,0.18804260185711208,-0,1,1,HAH_0878,SDR family oxidoreductase
HAH_RS04280,1603.7019539131181,0.0039380062564393,0.3704362261070279,0,1,1,HAH_0879,zinc transporter
HAH_RS04285,1735.3617362220036,0.29966216109770516,0.27371441329645624,0,1,1,HAH_0880,PAS domain S-box protein
HAH_RS04290,3931.3432932639016,0.14282404909294003,0.2542921089397102,0,1,1,HAH_0881,AAA family ATPase
HAH_RS04295,2377.376934454753,-0.004828353180091661,0.14798507153501345,-0,1,1,HAH_0882,TIGR00300 family protein
HAH_RS04300,238.03661626921544,-0.43082823753703925,0.17258026694080975,-0,1,1,HAH_0883,hypothetical protein
HAH_RS04305,4539.653040793215,-1.359158347028515,0.33856187920088066,-1.0608351651291894,0.28876481809224963,1,HAH_0884,thiamine pyrophosphate-binding protein
HAH_RS04310,826.1813643163135,-0.19390514056423017,0.18837251470864605,-0,1,1,HAH_0885,SOS response-associated peptidase
HAH_RS04315,366.5212501025353,-1.364267900825265,0.1042473994458157,-3.4942636723959644,4.7537127208287835e-4,0.049150508495356994,HAH_0887,cysteine synthase A
HAH_RS04320,5723.9341940423155,0.1152714737479625,0.12680501754814413,0,1,1,HAH_0888,translation initiation factor IF-2 subunit beta
HAH_RS04325,557.8508145698639,-0.9293060153511563,0.20420753460329555,-0,1,1,HAH_0889,hypothetical protein
HAH_RS04330,878.3627730096778,-0.9914946934048676,0.20071307283795642,-0,1,1,HAH_0890,hypothetical protein
HAH_RS04335,1091.1828802773518,-0.32409086271970833,0.13956475357563583,-0,1,1,HAH_0891,CapA family protein
HAH_RS04340,12.550897041638308,-0.11624330832309761,0.2577712047977249,-0,1,NA,HAH_0892,hypothetical protein
HAH_RS04345,1968.8206915745757,0.16470735630052671,0.11664067104649913,0,1,1,HAH_0893,FAD-dependent oxidoreductase
HAH_RS04350,2493.9476408615706,0.33544966099651535,0.19850170971888137,0,1,1,HAH_0894,Na+/H+ antiporter NhaC
HAH_RS04355,647.5565343020404,-0.31563893731686665,0.12050089454371876,-0,1,1,HAH_0895,ABC transporter ATP-binding protein
HAH_RS04360,294.1882683830649,-0.3029712079593819,0.37551391952005636,-0,1,1,HAH_0896,iron ABC transporter permease
HAH_RS04365,706.9355660446123,-0.2687598975428127,0.3108575426252328,-0,1,1,HAH_0897,thiamine ABC transporter substrate-binding protein
HAH_RS04370,448.7518772521543,-0.7751980533694366,0.13080294328622818,-0,1,1,HAH_0898,hypothetical protein
HAH_RS04375,270.4440009994218,-0.5010561194651043,0.1306811349139139,-0,1,1,HAH_0899,TIM barrel protein
HAH_RS04380,1590.8304558057664,-0.4718625971836493,0.29487013597489425,-0,1,1,HAH_0900,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
HAH_RS04385,2322.499561495074,0.01789014831595919,0.13862814338929144,0,1,1,HAH_0901,hypothetical protein
HAH_RS04390,255.090296248793,0.041936106779967224,0.30815357923826686,0,1,1,HAH_0902,divalent metal cation transporter
HAH_RS04395,128.12440984038437,0.019460602094229975,0.28527649017190204,0,1,NA,HAH_0903,hypothetical protein
HAH_RS04400,1236.571795370612,0.3187977895706825,0.12405005880990765,0,1,1,HAH_0904,hypothetical protein
HAH_RS19870,406.87228182408217,0.2336558050527126,0.17958086861176828,0,1,1,HAH_0905,hypothetical protein
HAH_RS04405,17271.529991612104,0.4889678412406023,0.18045069252621884,0,1,1,HAH_0906,beta-CASP ribonuclease aCPSF1
HAH_RS04410,92.60145479024536,-0.06528884672743572,0.1607507851758227,-0,1,NA,HAH_0907,hypothetical protein
HAH_RS04415,7961.412632469073,-0.33913089633274507,0.1082618559258265,-0,1,1,HAH_0908,hypothetical protein
HAH_RS04420,315.7787203944238,0.7350160177076419,0.22727708907520527,0,1,1,NA,hypothetical protein
HAH_RS04425,9878.505346037962,-0.6179493873690562,0.08838881477836541,-0,1,1,HAH_0910,Dyp-type peroxidase
HAH_RS04430,532.3972813774468,-0.2712609709058652,0.11637676461218666,-0,1,1,HAH_0911,helix-turn-helix domain-containing protein
HAH_RS04435,326.68784199198296,-0.3130683219703309,0.09270602041144965,-0,1,1,HAH_0912,hypothetical protein
HAH_RS04440,2265.5390651708267,-0.2701519406175121,0.10589734074738974,-0,1,1,HAH_0913,hypothetical protein
HAH_RS04445,363.9794553580202,-0.3536431643651317,0.19286653470086906,-0,1,1,HAH_0914,SAM-dependent chlorinase/fluorinase
HAH_RS04450,11279.089200287923,0.07989823203374605,0.17144856309900186,0,1,1,HAH_0915,proline--tRNA ligase
HAH_RS04455,5619.494665870008,0.3519423035388222,0.45014251992336224,0,1,1,HAH_0916,patatin-like phospholipase family protein
HAH_RS04460,742.3938261348844,0.2953956967351192,0.25057724492030614,0,1,1,HAH_0918,CBS domain-containing protein
HAH_RS04465,55412.59534995094,3.328352982914984,0.6135739514366838,3.794738967427062,1.4779887013246815e-4,0.018532193760469946,HAH_0919,glutamate synthase large subunit
HAH_RS04470,7594.845261388445,0.579272235338554,0.21398108809719507,0,1,1,HAH_0920,prohibitin family protein
HAH_RS04475,1296.6739562341238,-0.26981466105359897,0.21736410165318087,-0,1,1,HAH_0921,type IV pilin
HAH_RS04480,2040.181388674427,0.030511773630489448,0.12107156126975101,0,1,1,HAH_0922,NAD-dependent epimerase/dehydratase family protein
HAH_RS04485,1206.6973232123846,-1.6063968733762999,0.16247092419647366,-3.732340887302353,1.8970852944477426e-4,0.02232018974019206,HAH_0923,transcriptional regulator
HAH_RS04490,456.79794635370723,-0.32471340446333136,0.11291727692358851,-0,1,1,HAH_0924,glycoside hydrolase family 3 C-terminal domain-containing protein
HAH_RS04495,1220.2956439645573,0.055957941643294484,0.21159512497804836,0,1,1,HAH_0925,NAD(P)-dependent glycerol-1-phosphate dehydrogenase
HAH_RS04500,1513.6382277362823,0.12163970525485189,0.15120528209516906,0,1,1,HAH_0926,NUDIX domain-containing protein
HAH_RS04505,2616.1537961914137,-0.32045614244866566,0.1010220187118123,-0,1,1,HAH_0927,S9 family peptidase
HAH_RS04510,978.6072934195471,-0.3698658569616603,0.19742288899304247,-0,1,1,HAH_0928,DUF2339 domain-containing protein
HAH_RS04515,3873.3172095569707,-0.2993941167107425,0.11396758226808648,-0,1,1,HAH_0929,glycosyltransferase
HAH_RS04520,1098.8439181347912,-0.23000282391866272,0.08243032860808648,-0,1,1,HAH_0930,sodium:proton antiporter
HAH_RS04525,3204.3668307450844,-0.18317082027616188,0.1347004539231358,-0,1,1,HAH_0931,DEAD/DEAH box helicase family protein
HAH_RS04530,333.1681540218084,-0.017930002344134,0.07784049918988975,-0,1,1,HAH_0932,globin-coupled sensor protein
HAH_RS20125,518.0982621319889,0.807599627495875,0.15787228507521472,0,1,1,NA,hypothetical protein
HAH_RS04540,8574.898015016246,0.10110482492655315,0.17592546078769475,0,1,1,HAH_0935,dihydropteroate synthase
HAH_RS04545,2413.762547731051,-0.44778578313604483,0.1295385881451308,-0,1,1,HAH_0936,hypothetical protein
HAH_RS04550,863.7894184647305,-0.0526274143260723,0.10788393224005635,-0,1,1,HAH_0937,hypothetical protein
HAH_RS04555,2008.267796175624,-0.10629496430465396,0.10745618292677792,-0,1,1,HAH_0938,formate/nitrite transporter family protein
HAH_RS04560,15738.893067025649,0.17169197319501123,0.18238847826923563,0,1,1,HAH_0939,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
HAH_RS04565,661.1480806827677,-0.28180925189799794,0.11726782769563694,-0,1,1,HAH_0940,hypothetical protein
HAH_RS04570,803.7342260690539,-1.6943189901521,0.24813767174180415,-2.7981200326347992,0.005140100693315162,0.47400063690787386,HAH_0941,zinc-dependent alcohol dehydrogenase family protein
HAH_RS04575,4404.852767899806,-0.07126702028054187,0.14597387929662514,-0,1,1,HAH_0942,adenylosuccinate lyase
HAH_RS04580,648.6369316300915,-0.16992916581827994,0.1188352433996298,-0,1,1,HAH_0943,MFS transporter
HAH_RS04585,196.180753294563,-0.7230214821471466,0.10308275352982599,-0,1,1,HAH_0944,phosphoribosyltransferase
HAH_RS04590,2407.1446866651113,-0.053954098551820026,0.19667026581553088,-0,1,1,HAH_0945,M20 family metallopeptidase
HAH_RS04595,2263.6714493283866,0.11729434228955184,0.25836867881480635,0,1,1,HAH_0946,diaminopimelate decarboxylase
HAH_RS04600,105.98988112075602,0.24345006425286878,0.2360737780742857,0,1,NA,HAH_0947,Tfx family DNA-binding protein
HAH_RS04605,229.38286862760106,0.8592634134298176,0.4481593718627696,0,1,1,HAH_0948,hypothetical protein
HAH_RS04610,1167.0089632632707,1.1799439487588947,0.4922824012186657,0.365529924111518,0.7147158736498858,1,HAH_0949,aldehyde dehydrogenase family protein
HAH_RS04615,436.21707600428357,-0.04552072420559442,0.2145106716669217,-0,1,1,HAH_0950,polymer-forming cytoskeletal protein
HAH_RS04620,3328.6512601401896,-0.16671213145778707,0.05220750120446096,-0,1,1,HAH_0951,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
HAH_RS04625,2402.8695381680186,0.5145762014589318,0.23019991229245396,0,1,1,HAH_0952,4-hydroxy-tetrahydrodipicolinate reductase
HAH_RS04630,2587.8140550779717,0.6330525282716023,0.21458461093780606,0,1,1,HAH_0953,4-hydroxy-tetrahydrodipicolinate synthase
HAH_RS04635,117.49841640262568,0.06196854970385634,0.24317097093628529,0,1,NA,HAH_0954,hypothetical protein
HAH_RS04640,2884.849914562742,0.18846642051343865,0.10642588077132926,0,1,1,HAH_0955,NYN domain-containing protein
HAH_RS04645,2038.838336251063,-0.05961065674160252,0.11321686932840716,-0,1,1,HAH_0956,hypothetical protein
HAH_RS04650,1014.6667862970711,0.09390908504253888,0.2526107398297878,0,1,1,HAH_0957,PUA domain-containing protein
HAH_RS04655,519.3988838158957,0.15451269549209934,0.12057203761606085,0,1,1,HAH_0958,hypothetical protein
HAH_RS04660,322.72817338295664,-0.5627434221569176,0.14462557182769092,-0,1,1,HAH_0959,AEC family transporter
HAH_RS04665,3464.958102189406,-0.21691465512438543,0.07678633837901201,-0,1,1,HAH_0960,nascent polypeptide-associated complex protein
